718,13811
717,9061
714,6983
857,6049
895,5100
854,4293
855,3999
867,3869
856,3651
862,3398
412,3229
860,2624
896,2431
859,2389
959,2207
963,1716
1038,1535
950,1503
958,1482
955,1477
1029,1429
897,1385
1042,1334
964,1246
953,1135
866,1056
1035,916
966,778
864,742
957,700
965,698
865,670
1048,670
1028,621
961,580
1034,525
1032,512
956,490
962,457
861,424
943,414
1030,408
858,389
960,370
1033,325
911,314
1036,245
1044,120
1040,105
1031,43
989,43
1075,23
894,13
1018,11
1094,1
