412,27.87380330722367
855,9.245805696449473
860,5.264419171405361
965,4.412844036697248
856,4.378772465242455
866,3.424195223260644
896,3.307851775071262
867,2.64343452487875
950,2.2559840425531914
1038,1.8085227272727273
964,1.5866264920616526
714,1.4299189343941174
955,1.3781175198826345
960,1.0893643801132789
1094,1.0
858,0.9076645626690713
989,0.7014925373134329
958,0.6943466736192587
897,0.6314788397527342
1042,0.5998589988921341
864,0.5214749929358576
1033,0.4744915546363323
861,0.47415185783521807
1036,0.4460458240946046
943,0.34403391883706846
1075,0.34271523178807944
1031,0.2920353982300885
1040,0.13063992922441758
894,0.09569685292228645
1018,-0.1915615906886518
956,-0.2888162307176392
1032,-0.33340839150341517
962,-0.47740995211326254
911,-0.6097711050947575
961,-0.7395848454057192
1030,-0.7866300366300366
854,-1.0001705579138873
966,-1.0809462206616152
718,-1.1620523670986511
1044,-1.162381596752368
859,-1.2460653379905486
895,-1.324309922199723
865,-1.3866666666666667
1034,-1.6665495432185524
957,-1.709181141439206
1035,-2.0754290876242094
857,-2.0897942412844905
963,-2.637651080454157
959,-2.678931451612903
1028,-3.071470075537478
717,-3.086064591253125
953,-3.2175336485994905
1029,-4.72875
862,-6.122372588540167
1048,-9.295454545454545
